-1.143016911185111617e+00	9.821728693702086455e-02	-1.283389099709160375e+00	-1.315444295007740738e+00
-7.795132998541579594e-01	-8.225697780975647078e-01	8.070914621731488381e-02	2.641419164758693205e-01
-1.736739476359014933e-01	-5.923730118389191057e-01	4.217337076989337574e-01	1.325097321855686627e-01
3.109975341387030134e-01	-5.923730118389191057e-01	1.375465731309180595e-01	1.325097321855686627e-01
-1.736739476359014933e-01	3.090775248299425293e+00	-1.283389099709160375e+00	-1.052179926427138978e+00
-1.748856263403367972e+00	-1.319794793216257922e-01	-1.397063953536366698e+00	-1.315444295007740738e+00
-6.583454294105071103e-01	1.479397884488899750e+00	-1.283389099709160375e+00	-1.315444295007740738e+00
-5.250607719225064418e-02	2.169988183264838888e+00	-1.453901380449969638e+00	-1.315444295007740738e+00
-1.021849040741460657e+00	-1.319794793216257922e-01	-1.226551672795557213e+00	-1.315444295007740738e+00
1.898296636950521366e-01	-1.973553609390797048e+00	1.375465731309180595e-01	-2.623868206853339768e-01
1.401508368131564986e+00	3.284140531956675213e-01	5.354085615261401365e-01	2.641419164758693205e-01
-4.160096885232043018e-01	2.630381715782132090e+00	-1.340226526622763537e+00	-1.315444295007740738e+00
-2.948418180795534527e-01	-1.282963310614857910e+00	8.070914621731488381e-02	-1.307546363950329860e-01
-1.506520522516066274e+00	9.821728693702086455e-02	-1.283389099709160375e+00	-1.315444295007740738e+00
-1.021849040741460657e+00	3.284140531956675213e-01	-1.453901380449969638e+00	-1.315444295007740738e+00
-5.250607719225064418e-02	-8.225697780975647078e-01	1.943840000445209992e-01	-2.623868206853339768e-01
-1.506520522516066274e+00	7.888075857129598356e-01	-1.340226526622763537e+00	-1.183812110717439969e+00
6.745011454696577813e-01	-3.621762455802724490e-01	3.080588538717273783e-01	1.325097321855686627e-01
-1.143016911185111617e+00	1.249201118230253149e+00	-1.340226526622763537e+00	-1.447076479298041507e+00
-1.021849040741460657e+00	7.888075857129598356e-01	-1.283389099709160375e+00	-1.315444295007740738e+00
-5.371775589668551509e-01	1.939791417006192065e+00	-1.397063953536366698e+00	-1.052179926427138978e+00
6.745011454696577813e-01	3.284140531956675213e-01	4.217337076989337574e-01	3.957741007661703114e-01
-1.506520522516066274e+00	3.284140531956675213e-01	-1.340226526622763537e+00	-1.315444295007740738e+00
-4.160096885232043018e-01	-1.743356843132151335e+00	1.375465731309180595e-01	1.325097321855686627e-01
-1.264184781628763465e+00	7.888075857129598356e-01	-1.226551672795557213e+00	-1.315444295007740738e+00
-2.948418180795534527e-01	-1.319794793216257922e-01	4.217337076989337574e-01	3.957741007661703114e-01
-9.006811702978099188e-01	1.709594650747545463e+00	-1.056039392054747950e+00	-1.052179926427138978e+00
3.109975341387030134e-01	-3.621762455802724490e-01	5.354085615261401365e-01	2.641419164758693205e-01
-7.795132998541579594e-01	7.888075857129598356e-01	-1.340226526622763537e+00	-1.315444295007740738e+00
-1.506520522516066274e+00	1.249201118230253149e+00	-1.567576234277175962e+00	-1.315444295007740738e+00
-5.371775589668551509e-01	1.939791417006192065e+00	-1.169714245881954051e+00	-1.052179926427138978e+00
-1.021849040741460657e+00	-2.433947141908090028e+00	-1.466405614370976107e-01	-2.623868206853339768e-01
-2.948418180795534527e-01	-3.621762455802724490e-01	-8.980313452349442116e-02	1.325097321855686627e-01
5.533332750260058219e-01	5.586108194543131233e-01	5.354085615261401365e-01	5.274062850564712468e-01
-9.006811702978099188e-01	1.709594650747545463e+00	-1.283389099709160375e+00	-1.183812110717439969e+00
-1.748856263403367972e+00	-3.621762455802724490e-01	-1.340226526622763537e+00	-1.315444295007740738e+00
-9.006811702978099188e-01	1.019004351971606548e+00	-1.340226526622763537e+00	-1.315444295007740738e+00
-9.006811702978099188e-01	5.586108194543131233e-01	-1.169714245881954051e+00	-9.205477421368382096e-01
-1.385352652072414426e+00	3.284140531956675213e-01	-1.226551672795557213e+00	-1.315444295007740738e+00
4.321654045823549173e-01	-1.973553609390797048e+00	4.217337076989337574e-01	3.957741007661703114e-01
-1.870024133847020043e+00	-1.319794793216257922e-01	-1.510738807363572800e+00	-1.447076479298041507e+00
